Function,CPU Time: Total,CPU Time: Self,Module,Function (Full),Source File,Start Address
facebook::velox::exec::EvalCtx::ensureFieldLoaded,0.0959863,0.0959863,libBOSSVeloxEngine.so,"facebook::velox::exec::EvalCtx::ensureFieldLoaded(int, facebook::velox::SelectivityVector const&)",EvalCtx.cpp,0x418cbb0
facebook::velox::exec::EvalCtx::addNulls,0.207989,0,libBOSSVeloxEngine.so,"facebook::velox::exec::EvalCtx::addNulls(facebook::velox::SelectivityVector const&, unsigned long const*, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::Type const> const&, std::shared_ptr<facebook::velox::BaseVector>&)",EvalCtx.cpp,0x418d400
facebook::velox::exec::Driver::runInternal,42.0032,1.52785,libBOSSVeloxEngine.so,"facebook::velox::exec::Driver::runInternal(std::shared_ptr<facebook::velox::exec::Driver>&, std::shared_ptr<facebook::velox::exec::BlockingState>&, std::shared_ptr<facebook::velox::RowVector>&)",Driver.cpp,0x409f410
facebook::velox::exec::Driver::run,35.8594,0,libBOSSVeloxEngine.so,facebook::velox::exec::Driver::run(std::shared_ptr<facebook::velox::exec::Driver>),Driver.cpp,0x40a29c0
facebook::velox::exec::Driver::pushdownFilters,0.0439989,0.0199993,libBOSSVeloxEngine.so,facebook::velox::exec::Driver::pushdownFilters(int),Driver.cpp,0x409ee30
facebook::velox::exec::Driver::processLazyTiming,0.363895,0.279897,libBOSSVeloxEngine.so,"facebook::velox::exec::Driver::processLazyTiming(facebook::velox::exec::Operator&, facebook::velox::CpuWallTiming const&)",Driver.cpp,0x40a1ba0
facebook::velox::exec::Driver::next,6.74378,0.0239979,libBOSSVeloxEngine.so,facebook::velox::exec::Driver::next(std::shared_ptr<facebook::velox::exec::BlockingState>&),Driver.cpp,0x409f240
facebook::velox::exec::deselectRowsWithNulls,0.00799799,0.00799799,libBOSSVeloxEngine.so,"facebook::velox::exec::deselectRowsWithNulls(std::vector<std::unique_ptr<facebook::velox::exec::VectorHasher, std::default_delete<facebook::velox::exec::VectorHasher>>, std::allocator<std::unique_ptr<facebook::velox::exec::VectorHasher, std::default_delete<facebook::velox::exec::VectorHasher>>>> const&, facebook::velox::SelectivityVector&)",OperatorUtils.cpp,0x4005800
facebook::velox::exec::ConstantExpr::evalSpecialForm,0.0199988,0,libBOSSVeloxEngine.so,"facebook::velox::exec::ConstantExpr::evalSpecialForm(facebook::velox::SelectivityVector const&, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::BaseVector>&)",ConstantExpr.cpp,0x44b8680
facebook::velox::exec::ConjunctExpr::updateResult,0.0280008,0.0200017,libBOSSVeloxEngine.so,"facebook::velox::exec::ConjunctExpr::updateResult(facebook::velox::BaseVector*, facebook::velox::exec::EvalCtx&, facebook::velox::FlatVector<bool>*, facebook::velox::SelectivityVector*)",ConjunctExpr.cpp,0x44b5960
facebook::velox::exec::ConjunctExpr::evaluatesArgumentsOnNonIncreasingSelection,0.00800003,0.00800003,libBOSSVeloxEngine.so,facebook::velox::exec::ConjunctExpr::evaluatesArgumentsOnNonIncreasingSelection(void) const,ConjunctExpr.h,0x44b7b40
facebook::velox::exec::ConjunctExpr::evalSpecialForm,1.01996,0.023998,libBOSSVeloxEngine.so,"facebook::velox::exec::ConjunctExpr::evalSpecialForm(facebook::velox::SelectivityVector const&, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::BaseVector>&)",ConjunctExpr.cpp,0x44b4700
facebook::velox::exec::CastExpr::getCastOperator,0.164015,0.039998,libBOSSVeloxEngine.so,facebook::velox::exec::CastExpr::getCastOperator(std::shared_ptr<facebook::velox::Type const> const&),CastExpr.cpp,0x4274730
facebook::velox::exec::CastExpr::evalSpecialForm,2.4919,0.0319993,libBOSSVeloxEngine.so,"facebook::velox::exec::CastExpr::evalSpecialForm(facebook::velox::SelectivityVector const&, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::BaseVector>&)",CastExpr.cpp,0x4275070
"facebook::velox::exec::CastExpr::applyPeeled(facebook::velox::SelectivityVector const&, facebook::velox::BaseVector const&, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::Type const> const&, std::shared_ptr<facebook::velox::Type const> const&, std::shared_ptr<facebook::velox::BaseVector>&)::$_10::operator()",1.66389,0,libBOSSVeloxEngine.so,"facebook::velox::exec::CastExpr::applyPeeled(facebook::velox::SelectivityVector const&, facebook::velox::BaseVector const&, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::Type const> const&, std::shared_ptr<facebook::velox::Type const> const&, std::shared_ptr<facebook::velox::BaseVector>&)::$_10::operator()(void) const",CastExpr.cpp,0x4274be0
facebook::velox::exec::CastExpr::applyPeeled,1.9039,0.0639951,libBOSSVeloxEngine.so,"facebook::velox::exec::CastExpr::applyPeeled(facebook::velox::SelectivityVector const&, facebook::velox::BaseVector const&, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::Type const> const&, std::shared_ptr<facebook::velox::Type const> const&, std::shared_ptr<facebook::velox::BaseVector>&)",CastExpr.cpp,0x42739b0
"facebook::velox::exec::CastExpr::applyCastPrimitives<(facebook::velox::TypeKind)6, (facebook::velox::TypeKind)3>",0.0199933,0,libBOSSVeloxEngine.so,"facebook::velox::exec::CastExpr::applyCastPrimitives<(facebook::velox::TypeKind)6, (facebook::velox::TypeKind)3>(facebook::velox::SelectivityVector const&, facebook::velox::exec::EvalCtx&, facebook::velox::BaseVector const&, std::shared_ptr<facebook::velox::BaseVector>&)",CastExpr-inl.h,0x43d1bc0
"facebook::velox::exec::CastExpr::applyCastPrimitives<(facebook::velox::TypeKind)4, (facebook::velox::TypeKind)3>",1.4359,0,libBOSSVeloxEngine.so,"facebook::velox::exec::CastExpr::applyCastPrimitives<(facebook::velox::TypeKind)4, (facebook::velox::TypeKind)3>(facebook::velox::SelectivityVector const&, facebook::velox::exec::EvalCtx&, facebook::velox::BaseVector const&, std::shared_ptr<facebook::velox::BaseVector>&)",CastExpr-inl.h,0x43488c0
"facebook::velox::exec::CastExpr::applyCastPrimitives<(facebook::velox::TypeKind)3, (facebook::velox::TypeKind)6>",0.0240013,0.0080006,libBOSSVeloxEngine.so,"facebook::velox::exec::CastExpr::applyCastPrimitives<(facebook::velox::TypeKind)3, (facebook::velox::TypeKind)6>(facebook::velox::SelectivityVector const&, facebook::velox::exec::EvalCtx&, facebook::velox::BaseVector const&, std::shared_ptr<facebook::velox::BaseVector>&)",CastExpr-inl.h,0x42c03b0
"facebook::velox::exec::CastExpr::applyCastKernel<(facebook::velox::TypeKind)6, (facebook::velox::TypeKind)3, facebook::velox::util::DefaultCastPolicy>",0.0119936,0.0119936,libBOSSVeloxEngine.so,"facebook::velox::exec::CastExpr::applyCastKernel<(facebook::velox::TypeKind)6, (facebook::velox::TypeKind)3, facebook::velox::util::DefaultCastPolicy>(int, facebook::velox::exec::EvalCtx&, facebook::velox::SimpleVector<facebook::velox::TypeTraits<(facebook::velox::TypeKind)3>::NativeType> const*, facebook::velox::FlatVector<facebook::velox::TypeTraits<(facebook::velox::TypeKind)6>::NativeType>*)",CastExpr-inl.h,0x43d73f0
"facebook::velox::exec::CastExpr::applyCastKernel<(facebook::velox::TypeKind)4, (facebook::velox::TypeKind)3, facebook::velox::util::DefaultCastPolicy>",1.13592,0.652004,libBOSSVeloxEngine.so,"facebook::velox::exec::CastExpr::applyCastKernel<(facebook::velox::TypeKind)4, (facebook::velox::TypeKind)3, facebook::velox::util::DefaultCastPolicy>(int, facebook::velox::exec::EvalCtx&, facebook::velox::SimpleVector<facebook::velox::TypeTraits<(facebook::velox::TypeKind)3>::NativeType> const*, facebook::velox::FlatVector<facebook::velox::TypeTraits<(facebook::velox::TypeKind)4>::NativeType>*)",CastExpr-inl.h,0x434e0f0
"facebook::velox::exec::CastExpr::applyCastKernel<(facebook::velox::TypeKind)3, (facebook::velox::TypeKind)6, facebook::velox::util::DefaultCastPolicy>",0.00799847,0.00799847,libBOSSVeloxEngine.so,"facebook::velox::exec::CastExpr::applyCastKernel<(facebook::velox::TypeKind)3, (facebook::velox::TypeKind)6, facebook::velox::util::DefaultCastPolicy>(int, facebook::velox::exec::EvalCtx&, facebook::velox::SimpleVector<facebook::velox::TypeTraits<(facebook::velox::TypeKind)6>::NativeType> const*, facebook::velox::FlatVector<facebook::velox::TypeTraits<(facebook::velox::TypeKind)3>::NativeType>*)",CastExpr-inl.h,0x42dcb40
facebook::velox::exec::CastExpr::apply,2.23591,0.0119983,libBOSSVeloxEngine.so,"facebook::velox::exec::CastExpr::apply(facebook::velox::SelectivityVector const&, std::shared_ptr<facebook::velox::BaseVector> const&, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::Type const> const&, std::shared_ptr<facebook::velox::Type const> const&, std::shared_ptr<facebook::velox::BaseVector>&)",CastExpr.cpp,0x42717f0
facebook::velox::exec::BaseHashTable::prepareForJoinProbe,1.31998,0.00799836,libBOSSVeloxEngine.so,"facebook::velox::exec::BaseHashTable::prepareForJoinProbe(facebook::velox::exec::HashLookup&, std::shared_ptr<facebook::velox::RowVector> const&, facebook::velox::SelectivityVector&, bool)",HashTable.cpp,0x4164740
facebook::velox::exec::BaseHashTable::prepareForGroupProbe,1.176,0.00799974,libBOSSVeloxEngine.so,"facebook::velox::exec::BaseHashTable::prepareForGroupProbe(facebook::velox::exec::HashLookup&, std::shared_ptr<facebook::velox::RowVector> const&, facebook::velox::SelectivityVector&, bool, signed char)",HashTable.cpp,0x4164040
facebook::velox::exec::addOperatorRuntimeStats,0.0399927,0.0239985,libBOSSVeloxEngine.so,"facebook::velox::exec::addOperatorRuntimeStats(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, facebook::velox::RuntimeCounter const&, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, facebook::velox::RuntimeMetric, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const, facebook::velox::RuntimeMetric>>>&)",OperatorUtils.cpp,0x4007af0
facebook::velox::exec::(anonymous namespace)::refineBooleanMixNonNull,0.00799914,0.00799914,libBOSSVeloxEngine.so,"facebook::velox::exec::(anonymous namespace)::refineBooleanMixNonNull(unsigned long const*, facebook::velox::SelectivityVector const&)",BooleanMix.cpp,0x426d850
facebook::velox::exec::(anonymous namespace)::recordSilentThrows,0.0959966,0.0319984,libBOSSVeloxEngine.so,facebook::velox::exec::(anonymous namespace)::recordSilentThrows(facebook::velox::exec::Operator&),Driver.cpp,0x40a2030
facebook::velox::exec::(anonymous namespace)::populateLookupRows,0.0159995,0.0159995,libBOSSVeloxEngine.so,"facebook::velox::exec::(anonymous namespace)::populateLookupRows(facebook::velox::SelectivityVector const&, facebook::velox::raw_vector<int>&)",HashTable.cpp,0x4164200
facebook::velox::exec::(anonymous namespace)::extractColumns,0.377981,0,libBOSSVeloxEngine.so,"facebook::velox::exec::(anonymous namespace)::extractColumns(facebook::velox::exec::BaseHashTable*, folly::Range<char**>, folly::Range<facebook::velox::exec::IdentityProjection const*>, facebook::velox::memory::MemoryPool*, std::vector<std::shared_ptr<facebook::velox::Type const>, std::allocator<std::shared_ptr<facebook::velox::Type const>>> const&, std::vector<std::shared_ptr<facebook::velox::BaseVector>, std::allocator<std::shared_ptr<facebook::velox::BaseVector>>>&)",HashProbe.cpp,0x415cfc0
facebook::velox::exec::(anonymous namespace)::CancelGuard::~CancelGuard,0.012,0.012,libBOSSVeloxEngine.so,facebook::velox::exec::(anonymous namespace)::CancelGuard::~CancelGuard(void),Driver.cpp,0x40a2860
facebook::velox::exec::(anonymous namespace)::areAllLazyNotLoaded,0.0120041,0,libBOSSVeloxEngine.so,"facebook::velox::exec::(anonymous namespace)::areAllLazyNotLoaded(std::vector<std::shared_ptr<facebook::velox::BaseVector>, std::allocator<std::shared_ptr<facebook::velox::BaseVector>>> const&)",GroupingSet.cpp,0x4144800
facebook::velox::DictionaryVector<long>::~DictionaryVector,0.144022,0.0440049,libBOSSVeloxEngine.so,facebook::velox::DictionaryVector<long>::~DictionaryVector(void),DictionaryVector.h,0x45160a0
facebook::velox::DictionaryVector<long>::wrapInfo,0.0320264,0.0320264,libBOSSVeloxEngine.so,facebook::velox::DictionaryVector<long>::wrapInfo(void) const,DictionaryVector.h,0x4516ba0
facebook::velox::DictionaryVector<long>::DictionaryVector,0.0320008,0.0240004,libBOSSVeloxEngine.so,"facebook::velox::DictionaryVector<long>::DictionaryVector(facebook::velox::memory::MemoryPool*, boost::intrusive_ptr<facebook::velox::Buffer>, unsigned long, std::shared_ptr<facebook::velox::BaseVector>, boost::intrusive_ptr<facebook::velox::Buffer>, facebook::velox::SimpleVectorStats<long> const&, std::optional<int>, std::optional<int>, std::optional<bool>, std::optional<int>, std::optional<int>)",DictionaryVector-inl.h,0x4515ad0
facebook::velox::DictionaryVector<int>::~DictionaryVector,0.0119993,0.0119993,libBOSSVeloxEngine.so,facebook::velox::DictionaryVector<int>::~DictionaryVector(void),DictionaryVector.h,0x4511510
facebook::velox::DictionaryVector<double>::~DictionaryVector,0.0400025,0.0319988,libBOSSVeloxEngine.so,facebook::velox::DictionaryVector<double>::~DictionaryVector(void),DictionaryVector.h,0x451ac90
facebook::velox::DictionaryVector<double>::wrapInfo,0.0280112,0.0280112,libBOSSVeloxEngine.so,facebook::velox::DictionaryVector<double>::wrapInfo(void) const,DictionaryVector.h,0x451b790
facebook::velox::DictionaryVector<double>::DictionaryVector,0.0360057,0.0360057,libBOSSVeloxEngine.so,"facebook::velox::DictionaryVector<double>::DictionaryVector(facebook::velox::memory::MemoryPool*, boost::intrusive_ptr<facebook::velox::Buffer>, unsigned long, std::shared_ptr<facebook::velox::BaseVector>, boost::intrusive_ptr<facebook::velox::Buffer>, facebook::velox::SimpleVectorStats<double> const&, std::optional<int>, std::optional<int>, std::optional<bool>, std::optional<int>, std::optional<int>)",DictionaryVector-inl.h,0x451a6c0
facebook::velox::DecodedVector::setFlatNulls,0.0360273,0.0360273,libBOSSVeloxEngine.so,"facebook::velox::DecodedVector::setFlatNulls(facebook::velox::BaseVector const&, facebook::velox::SelectivityVector const*)",DecodedVector.cpp,0x4544b30
facebook::velox::DecodedVector::setBaseDataForConstant,0.00800045,0.00800045,libBOSSVeloxEngine.so,"facebook::velox::DecodedVector::setBaseDataForConstant(facebook::velox::BaseVector const&, facebook::velox::SelectivityVector const*)",DecodedVector.cpp,0x4545180
facebook::velox::DecodedVector::setBaseData,0.0639981,0.0639981,libBOSSVeloxEngine.so,"facebook::velox::DecodedVector::setBaseData(facebook::velox::BaseVector const&, facebook::velox::SelectivityVector const*)",DecodedVector.cpp,0x4543890
facebook::velox::DecodedVector::nulls,0.0240012,0.0240012,libBOSSVeloxEngine.so,facebook::velox::DecodedVector::nulls(void),DecodedVector.cpp,0x4545bf0
facebook::velox::DecodedVector::dictionaryWrapping,0.00801166,0,libBOSSVeloxEngine.so,"facebook::velox::DecodedVector::dictionaryWrapping(facebook::velox::BaseVector const&, int) const",DecodedVector.cpp,0x45456c0
facebook::velox::DecodedVector::decode,0.048012,0.0360118,libBOSSVeloxEngine.so,"facebook::velox::DecodedVector::decode(facebook::velox::BaseVector const&, facebook::velox::SelectivityVector const*, bool)",DecodedVector.cpp,0x45435b0
facebook::velox::DecodedVector::combineWrappers,0.0999847,0.0160026,libBOSSVeloxEngine.so,"facebook::velox::DecodedVector::combineWrappers(facebook::velox::BaseVector const*, facebook::velox::SelectivityVector const*, int)",DecodedVector.cpp,0x4543930
facebook::velox::DecodedVector::applyDictionaryWrapper,0.00798393,0.00798393,libBOSSVeloxEngine.so,"facebook::velox::DecodedVector::applyDictionaryWrapper(facebook::velox::BaseVector const&, facebook::velox::SelectivityVector const*)",DecodedVector.cpp,0x4543ce0
facebook::velox::DateType::get,0.0119991,0.0119991,libBOSSVeloxEngine.so,facebook::velox::DateType::get(void),Type.h,0x1ea7f60
facebook::velox::core::TopNNode::~TopNNode,0.05,0,libBOSSVeloxEngine.so,facebook::velox::core::TopNNode::~TopNNode(void),PlanNode.h,0x44e71f0
facebook::velox::core::TableScanNode::~TableScanNode,0.216001,0,libBOSSVeloxEngine.so,facebook::velox::core::TableScanNode::~TableScanNode(void),PlanNode.h,0x44e4080
"facebook::velox::core::SimpleFunctionMetadata<facebook::velox::functions::CheckedPlusFunction<facebook::velox::exec::VectorExec>, signed char, facebook::velox::ConstantChecker<signed char, signed char>, signed char, signed char>::SimpleFunctionMetadata",0.01,0,libBOSSVeloxEngine.so,"facebook::velox::core::SimpleFunctionMetadata<facebook::velox::functions::CheckedPlusFunction<facebook::velox::exec::VectorExec>, signed char, facebook::velox::ConstantChecker<signed char, signed char>, signed char, signed char>::SimpleFunctionMetadata(void)",SimpleFunctionMetadata.h,0x2cb1640
"facebook::velox::core::SimpleFunctionMetadata<facebook::velox::functions::CheckedPlusFunction<facebook::velox::exec::VectorExec>, signed char, facebook::velox::ConstantChecker<signed char, signed char>, signed char, signed char>::buildSignature",0.01,0.01,libBOSSVeloxEngine.so,"facebook::velox::core::SimpleFunctionMetadata<facebook::velox::functions::CheckedPlusFunction<facebook::velox::exec::VectorExec>, signed char, facebook::velox::ConstantChecker<signed char, signed char>, signed char, signed char>::buildSignature(facebook::velox::core::SimpleFunctionMetadata<facebook::velox::functions::CheckedPlusFunction<facebook::velox::exec::VectorExec>, signed char, facebook::velox::ConstantChecker<signed char, signed char>, signed char, signed char>::SignatureTypesAnalysisResults const&)",SimpleFunctionMetadata.h,0x2cb1ad0
facebook::velox::core::QueryConfig::validateOutputFromOperators,0.0919895,0.0679917,libBOSSVeloxEngine.so,facebook::velox::core::QueryConfig::validateOutputFromOperators(void) const,QueryConfig.h,0x40a69f0
facebook::velox::core::QueryConfig::maxSharedSubexprResultsCached,0.0319984,0.0319984,libBOSSVeloxEngine.so,facebook::velox::core::QueryConfig::maxSharedSubexprResultsCached(void) const,QueryConfig.h,0x418dfc0
facebook::velox::core::ProjectNode::~ProjectNode,0.216001,0,libBOSSVeloxEngine.so,facebook::velox::core::ProjectNode::~ProjectNode(void),PlanNode.h,0x44e3df0
facebook::velox::core::OrderByNode::~OrderByNode,0.13,0,libBOSSVeloxEngine.so,facebook::velox::core::OrderByNode::~OrderByNode(void),PlanNode.h,0x44e5120
facebook::velox::core::MemConfig::get,0.0239978,0.0119996,libBOSSVeloxEngine.so,"facebook::velox::core::MemConfig::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&) const",Config.cpp,0x44f78b0
facebook::velox::core::LocalMergeNode::~LocalMergeNode,0.18,0,libBOSSVeloxEngine.so,facebook::velox::core::LocalMergeNode::~LocalMergeNode(void),PlanNode.h,0x44e4a20
facebook::velox::core::FilterNode::~FilterNode,0.0560012,0,libBOSSVeloxEngine.so,facebook::velox::core::FilterNode::~FilterNode(void),PlanNode.h,0x44e3bc0
facebook::velox::core::Expressions::tryResolveCallWithLambdas,0.0179668,0,libBOSSVeloxEngine.so,"facebook::velox::core::Expressions::tryResolveCallWithLambdas(std::shared_ptr<facebook::velox::core::CallExpr const> const&, std::shared_ptr<facebook::velox::Type const> const&, facebook::velox::memory::MemoryPool*)",Expressions.cpp,0x3fe03f0
facebook::velox::core::Expressions::inferTypes,0.0179668,0,libBOSSVeloxEngine.so,"facebook::velox::core::Expressions::inferTypes(std::shared_ptr<facebook::velox::core::IExpr const> const&, std::shared_ptr<facebook::velox::Type const> const&, facebook::velox::memory::MemoryPool*, std::shared_ptr<facebook::velox::BaseVector> const&)",Expressions.cpp,0x3fde2f0
facebook::velox::core::Expressions::inferTypes,0.0179668,0,libBOSSVeloxEngine.so,"facebook::velox::core::Expressions::inferTypes(std::shared_ptr<facebook::velox::core::IExpr const> const&, std::shared_ptr<facebook::velox::Type const> const&, std::vector<std::shared_ptr<facebook::velox::Type const>, std::allocator<std::shared_ptr<facebook::velox::Type const>>> const&, facebook::velox::memory::MemoryPool*, std::shared_ptr<facebook::velox::BaseVector> const&)",Expressions.cpp,0x3fde3f0
facebook::velox::core::ExecCtx::getSelectivityVector,0.0719691,0.0159741,libBOSSVeloxEngine.so,facebook::velox::core::ExecCtx::getSelectivityVector(int),QueryCtx.h,0x3d08530
facebook::velox::core::ExecCtx::getDecodedVector,0.0120004,0.0120004,libBOSSVeloxEngine.so,facebook::velox::core::ExecCtx::getDecodedVector(void),QueryCtx.h,0x29ce040
facebook::velox::core::AggregationNode::~AggregationNode,0.18,0,libBOSSVeloxEngine.so,facebook::velox::core::AggregationNode::~AggregationNode(void),PlanNode.h,0x44e5730
facebook::velox::core::AbstractJoinNode::~AbstractJoinNode,0.08,0,libBOSSVeloxEngine.so,facebook::velox::core::AbstractJoinNode::~AbstractJoinNode(void),PlanNode.h,0x1e66a40
facebook::velox::ConstantVector<long>::resize,0.00799932,0.00799932,libBOSSVeloxEngine.so,"facebook::velox::ConstantVector<long>::resize(int, bool)",ConstantVector.h,0x1f00a40
facebook::velox::BufferView<facebook::velox::(anonymous namespace)::BufferReleaser>::~BufferView,0.0785183,0.0479978,libBOSSVeloxEngine.so,facebook::velox::BufferView<facebook::velox::(anonymous namespace)::BufferReleaser>::~BufferView(void),Buffer.h,0x450beb0
facebook::velox::BufferView<boss::engines::velox::BufferViewReleaser>::~BufferView,0.192523,0.192523,libBOSSVeloxEngine.so,facebook::velox::BufferView<boss::engines::velox::BufferViewReleaser>::~BufferView(void),Buffer.h,0x1e3ab70
facebook::velox::BufferView<boss::engines::velox::BufferViewReleaser>::create,0.0160099,0.0160099,libBOSSVeloxEngine.so,"facebook::velox::BufferView<boss::engines::velox::BufferViewReleaser>::create(unsigned char const*, unsigned long, boss::engines::velox::BufferViewReleaser, bool)",Buffer.h,0x1dd4d20
facebook::velox::Buffer::isView,0.0199977,0.0199977,libBOSSVeloxEngine.so,facebook::velox::Buffer::isView(void) const,Buffer.h,0x1ddcfb0
facebook::velox::BOOLEAN,0.0479962,0,libBOSSVeloxEngine.so,facebook::velox::BOOLEAN(void),Type.cpp,0x45f8fb0
"facebook::velox::bits::testWordsReverse<facebook::velox::bits::findLastBit(unsigned long const*, int, int, bool)::{lambda(intunsigned long)#1}, facebook::velox::bits::findLastBit(unsigned long const*, int, int, bool)::{lambda(int)#1}>",0.0320026,0.0320026,libBOSSVeloxEngine.so,"facebook::velox::bits::testWordsReverse<facebook::velox::bits::findLastBit(unsigned long const*, int, int, bool)::{lambda(intunsigned long)#1}, facebook::velox::bits::findLastBit(unsigned long const*, int, int, bool)::{lambda(int)#1}>(int, int, facebook::velox::bits::findLastBit(unsigned long const*, int, int, bool)::{lambda(intunsigned long)#1}, facebook::velox::bits::findLastBit(unsigned long const*, int, int, bool)::{lambda(int)#1})",BitUtil.h,0x1de69b0
"facebook::velox::bits::forEachBit<facebook::velox::exec::EvalCtx::applyToSelectedNoThrow<facebook::velox::functions::(anonymous namespace)::SimdComparator<std::greater<void>, xsimd::fma3<xsimd::avx2>>::applyComparison<(facebook::velox::TypeKind)4, (int)0>(void, facebook::velox::SelectivityVector const&, facebook::velox::BaseVector&, facebook::velox::BaseVector&, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::BaseVector>&)::{lambda(facebook::velox::BaseVector)#1}>(void, facebook::velox::SelectivityVector const&, facebook::velox::BaseVector)::{lambda(facebook::velox::BaseVector)#1}>(unsigned long const*, int, int, bool, facebook::velox::BaseVector)::{lambda(intunsigned long)#1}::operator()",0.0359997,0.0240003,libBOSSVeloxEngine.so,"facebook::velox::bits::forEachBit<facebook::velox::exec::EvalCtx::applyToSelectedNoThrow<facebook::velox::functions::(anonymous namespace)::SimdComparator<std::greater<void>, xsimd::fma3<xsimd::avx2>>::applyComparison<(facebook::velox::TypeKind)4, (int)0>(void, facebook::velox::SelectivityVector const&, facebook::velox::BaseVector&, facebook::velox::BaseVector&, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::BaseVector>&)::{lambda(facebook::velox::BaseVector)#1}>(void, facebook::velox::SelectivityVector const&, facebook::velox::BaseVector)::{lambda(facebook::velox::BaseVector)#1}>(unsigned long const*, int, int, bool, facebook::velox::BaseVector)::{lambda(intunsigned long)#1}::operator()(int, unsigned long) const",BitUtil.h,0x3de2480
"facebook::velox::bits::forEachBit<facebook::velox::exec::CastExpr::applyToSelectedNoThrowLocal<facebook::velox::exec::CastExpr::applyCastPrimitives<(facebook::velox::TypeKind)4, (facebook::velox::TypeKind)3>(void, facebook::velox::SelectivityVector const&, facebook::velox::exec::EvalCtx&, facebook::velox::BaseVector const&, std::shared_ptr<facebook::velox::BaseVector>&)::{lambda(int)#1}>(void, facebook::velox::exec::EvalCtx&, facebook::velox::SelectivityVector const&, std::shared_ptr<facebook::velox::BaseVector>&, facebook::velox::exec::CastExpr::applyCastPrimitives<(facebook::velox::TypeKind)4, (facebook::velox::TypeKind)3>(void, facebook::velox::SelectivityVector const&, facebook::velox::exec::EvalCtx&, facebook::velox::BaseVector const&, std::shared_ptr<facebook::velox::BaseVector>&)::{lambda(int)#1}&&)::{lambda(facebook::velox::exec::CastExpr::applyCastPrimitives<(facebook::velox::TypeKind)4, (facebook::velox::TypeKind)3>(void, facebook::velox::SelectivityVector const&, facebook::velox::exec::EvalCtx&, facebook::velox::BaseVector const&, std::shared_ptr<facebook::velox::BaseVector>&)::{lambda(int)#1})#2}>(unsigned long const*, int, int, bool, facebook::velox::exec::CastExpr::applyCastPrimitives<(facebook::velox::TypeKind)4, (facebook::velox::TypeKind)3>(void, facebook::velox::SelectivityVector const&, facebook::velox::exec::EvalCtx&, facebook::velox::BaseVector const&, std::shared_ptr<facebook::velox::BaseVector>&)::{lambda(int)#1})::{lambda(intunsigned long)#1}::operator()",0.0279978,0,libBOSSVeloxEngine.so,"facebook::velox::bits::forEachBit<facebook::velox::exec::CastExpr::applyToSelectedNoThrowLocal<facebook::velox::exec::CastExpr::applyCastPrimitives<(facebook::velox::TypeKind)4, (facebook::velox::TypeKind)3>(void, facebook::velox::SelectivityVector const&, facebook::velox::exec::EvalCtx&, facebook::velox::BaseVector const&, std::shared_ptr<facebook::velox::BaseVector>&)::{lambda(int)#1}>(void, facebook::velox::exec::EvalCtx&, facebook::velox::SelectivityVector const&, std::shared_ptr<facebook::velox::BaseVector>&, facebook::velox::exec::CastExpr::applyCastPrimitives<(facebook::velox::TypeKind)4, (facebook::velox::TypeKind)3>(void, facebook::velox::SelectivityVector const&, facebook::velox::exec::EvalCtx&, facebook::velox::BaseVector const&, std::shared_ptr<facebook::velox::BaseVector>&)::{lambda(int)#1}&&)::{lambda(facebook::velox::exec::CastExpr::applyCastPrimitives<(facebook::velox::TypeKind)4, (facebook::velox::TypeKind)3>(void, facebook::velox::SelectivityVector const&, facebook::velox::exec::EvalCtx&, facebook::velox::BaseVector const&, std::shared_ptr<facebook::velox::BaseVector>&)::{lambda(int)#1})#2}>(unsigned long const*, int, int, bool, facebook::velox::exec::CastExpr::applyCastPrimitives<(facebook::velox::TypeKind)4, (facebook::velox::TypeKind)3>(void, facebook::velox::SelectivityVector const&, facebook::velox::exec::EvalCtx&, facebook::velox::BaseVector const&, std::shared_ptr<facebook::velox::BaseVector>&)::{lambda(int)#1})::{lambda(intunsigned long)#1}::operator()(int, unsigned long) const",BitUtil.h,0x434e8f0
