Function,CPU Time: Total,CPU Time: Self,Module,Function (Full),Source File,Start Address
boss::engines::velox::Engine::evaluate,0.374347,0,libBOSSVeloxEngine.so,boss::engines::velox::Engine::evaluate(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&),BOSSVeloxEngine.cpp,0x1da6190
boss::engines::velox::Engine::Engine,0.00800785,0,libBOSSVeloxEngine.so,boss::engines::velox::Engine::Engine(void),BOSSVeloxEngine.cpp,0x1da9860
boss::engines::velox::Engine::buildOperatorPipeline,0.0359687,0,libBOSSVeloxEngine.so,"boss::engines::velox::Engine::buildOperatorPipeline(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, unsigned long>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, unsigned long>>>&, facebook::velox::memory::MemoryPool&, std::shared_ptr<facebook::velox::core::PlanNodeIdGenerator>&, int&, int&)",BOSSVeloxEngine.cpp,0x1d9dff0
boss::engines::velox::BossTableHandle::~BossTableHandle,0.0104547,0,libBOSSVeloxEngine.so,boss::engines::velox::BossTableHandle::~BossTableHandle(void),BossConnector.h,0x1e3ccd0
boss::engines::velox::BossDataSource::next,0.0239865,0,libBOSSVeloxEngine.so,"boss::engines::velox::BossDataSource::next(unsigned long, folly::SemiFuture<folly::Unit>&)",BossConnector.cpp,0x1e3cb00
boss::engines::velox::BossDataSource::getBossData,0.0239865,0,libBOSSVeloxEngine.so,boss::engines::velox::BossDataSource::getBossData(unsigned long),BossConnector.cpp,0x1e3c790
boss::engines::RBL::writeRangeToBuffer,0.03,0.03,libBOSSRemoteBinaryLoaderEngine.so,"boss::engines::RBL::writeRangeToBuffer(void*, unsigned long, unsigned long, void*)",BOSSRemoteBinaryLoaderEngine.cpp,0x2a7f0
boss::engines::RBL::mergeBounds,1.59796,1.59796,libBOSSRemoteBinaryLoaderEngine.so,"boss::engines::RBL::mergeBounds(std::vector<std::pair<long, long>, std::allocator<std::pair<long, long>>>&, long, long)",BOSSRemoteBinaryLoaderEngine.cpp,0x24da0
boss::engines::RBL::extractBoundPairsFromExpression,0.464009,0.464009,libBOSSRemoteBinaryLoaderEngine.so,boss::engines::RBL::extractBoundPairsFromExpression(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&),BOSSRemoteBinaryLoaderEngine.cpp,0x25380
boss::engines::RBL::Engine::MultipartResponseHandler::handleMultipart,2.89,0.02,libBOSSRemoteBinaryLoaderEngine.so,"boss::engines::RBL::Engine::MultipartResponseHandler::handleMultipart(char*, unsigned long, unsigned long)",BOSSRemoteBinaryLoaderEngine.hpp,0x33810
boss::engines::RBL::Engine::MultipartDataHandler::handleMultipartData,2.87,2.87,libBOSSRemoteBinaryLoaderEngine.so,"boss::engines::RBL::Engine::MultipartDataHandler::handleMultipartData(boss::engines::RBL::Engine::BufferManager*, char*, unsigned long, unsigned long)",BOSSRemoteBinaryLoaderEngine.hpp,0x33cf0
boss::engines::RBL::Engine::getFileLength,0.510941,0.01,libBOSSRemoteBinaryLoaderEngine.so,"boss::engines::RBL::Engine::getFileLength(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, void*)",BOSSRemoteBinaryLoaderEngine.cpp,0x24b90
boss::engines::RBL::Engine::extractBoundPairs,1.59796,0,libBOSSRemoteBinaryLoaderEngine.so,"boss::engines::RBL::Engine::extractBoundPairs(std::vector<std::pair<long, long>, std::allocator<std::pair<long, long>>>&, boss::engines::RBL::Engine::BufferManager&, long, long)",BOSSRemoteBinaryLoaderEngine.cpp,0x251c0
boss::engines::RBL::Engine::evaluate(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&)::$_0::operator(),20.6696,0.138112,libBOSSRemoteBinaryLoaderEngine.so,boss::engines::RBL::Engine::evaluate(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&)::$_0::operator()(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&) const,BOSSRemoteBinaryLoaderEngine.cpp,0x25ea0
boss::engines::RBL::Engine::evaluate,21.2796,0,libBOSSRemoteBinaryLoaderEngine.so,boss::engines::RBL::Engine::evaluate(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&),BOSSRemoteBinaryLoaderEngine.cpp,0x25b00
boss::engines::RBL::Engine::allocateRangesFromURL,17.7386,4.21833,libBOSSRemoteBinaryLoaderEngine.so,"boss::engines::RBL::Engine::allocateRangesFromURL(boss::engines::RBL::Engine::BufferManager&, void*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, unsigned long (*)(void*, unsigned long, unsigned long, void*), bool)",BOSSRemoteBinaryLoaderEngine.cpp,0x244b0
boss::engines::RBL::Engine::allocateRangeFromURL,0.21,0.12,libBOSSRemoteBinaryLoaderEngine.so,"boss::engines::RBL::Engine::allocateRangeFromURL(boss::engines::RBL::Engine::BufferManager&, void*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, unsigned long (*)(void*, unsigned long, unsigned long, void*), bool)",BOSSRemoteBinaryLoaderEngine.cpp,0x24370
boss::engines::LazyLoadingCoordinator::Engine::evaluate,25.0535,0,libBOSSLazyLoadingCoordinatorEngine.so,boss::engines::LazyLoadingCoordinator::Engine::evaluate(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&),BOSSLazyLoadingCoordinatorEngine.cpp,0x1ff70
boss::engines::LazyLoadingCoordinator::Engine::depthFirstEvaluate,25.0535,0,libBOSSLazyLoadingCoordinatorEngine.so,"boss::engines::LazyLoadingCoordinator::Engine::depthFirstEvaluate(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&, bool)",BOSSLazyLoadingCoordinatorEngine.cpp,0x1e590
boss::engines::LazyLoadingCoordinator::applyEngine,24.9975,0,libBOSSLazyLoadingCoordinatorEngine.so,"boss::engines::LazyLoadingCoordinator::applyEngine(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&, BOSSExpression* (*)(BOSSExpression*))",BOSSLazyLoadingCoordinatorEngine.cpp,0x1d9a0
boss::engines::DictionaryEncoder::Engine::evaluate(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&)::$_6::operator(),1.09151,0,libBOSSDictionaryEncoderEngine.so,boss::engines::DictionaryEncoder::Engine::evaluate(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&)::$_6::operator()(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&) const,BOSSDictionaryEncoderEngine.cpp,0x105e70
boss::engines::DictionaryEncoder::Engine::evaluate,1.09151,0,libBOSSDictionaryEncoderEngine.so,boss::engines::DictionaryEncoder::Engine::evaluate(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&),BOSSDictionaryEncoderEngine.cpp,0xffc30
boss::engines::DictionaryEncoder::Engine::encodeTable(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&)::$_9::operator()<boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>>,1.09151,0,libBOSSDictionaryEncoderEngine.so,"boss::engines::DictionaryEncoder::Engine::encodeTable(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&)::$_9::operator()<boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>>(signed char, boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&) const",BOSSDictionaryEncoderEngine.cpp,0x10f140
boss::engines::DictionaryEncoder::Engine::encodeTable,1.09151,0,libBOSSDictionaryEncoderEngine.so,boss::engines::DictionaryEncoder::Engine::encodeTable(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&),BOSSDictionaryEncoderEngine.cpp,0xff590
"boss::engines::DictionaryEncoder::Engine::encodeColumn(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&)::$_0::operator()(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&) const::{lambda(std::tuple<>&&)#1}::operator()<boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>>(signed char, std::tuple<>&&) const::{lambda(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&)#1}::operator()(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&) const::{lambda(std::variant<boss::expressions::atoms::Span<bool>, boss::expressions::atoms<signed char>, boss::expressions::atoms<int>, boss::expressions::atoms<long>, boss::expressions::atoms<float>, boss::expressions::atoms<double>, boss::expressions::atoms<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, boss::expressions::atoms<std::variant::Symbol>, boss::expressions::atoms<bool const>, boss::expressions::atoms<signed char const>, boss::expressions::atoms<int const>, boss::expressions::atoms<long const>, boss::expressions::atoms<float const>, boss::expressions::atoms<double const>, boss::expressions::atoms<std::allocator<char> const>, boss::expressions::atoms<boss::expressions::atoms<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>> const>>&&)#1}::operator()",1.0595,0,libBOSSDictionaryEncoderEngine.so,"boss::engines::DictionaryEncoder::Engine::encodeColumn(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&)::$_0::operator()(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&) const::{lambda(std::tuple<>&&)#1}::operator()<boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>>(signed char, std::tuple<>&&) const::{lambda(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&)#1}::operator()(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&) const::{lambda(std::variant<boss::expressions::atoms::Span<bool>, boss::expressions::atoms<signed char>, boss::expressions::atoms<int>, boss::expressions::atoms<long>, boss::expressions::atoms<float>, boss::expressions::atoms<double>, boss::expressions::atoms<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, boss::expressions::atoms<std::variant::Symbol>, boss::expressions::atoms<bool const>, boss::expressions::atoms<signed char const>, boss::expressions::atoms<int const>, boss::expressions::atoms<long const>, boss::expressions::atoms<float const>, boss::expressions::atoms<double const>, boss::expressions::atoms<std::allocator<char> const>, boss::expressions::atoms<boss::expressions::atoms<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>> const>>&&)#1}::operator()(std::variant<boss::expressions::atoms::Span<bool>, boss::expressions::atoms<signed char>, boss::expressions::atoms<int>, boss::expressions::atoms<long>, boss::expressions::atoms<float>, boss::expressions::atoms<double>, boss::expressions::atoms<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, boss::expressions::atoms<std::variant::Symbol>, boss::expressions::atoms<bool const>, boss::expressions::atoms<signed char const>, boss::expressions::atoms<int const>, boss::expressions::atoms<long const>, boss::expressions::atoms<float const>, boss::expressions::atoms<double const>, boss::expressions::atoms<std::allocator<char> const>, boss::expressions::atoms<boss::expressions::atoms<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>> const>>) const",BOSSDictionaryEncoderEngine.cpp,0x102580
"boss::engines::DictionaryEncoder::Engine::encodeColumn(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&)::$_0::operator()(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&) const::{lambda(std::tuple<>&&)#1}::operator()<boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>>(signed char, std::tuple<>&&) const::{lambda(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&)#1}::operator()",1.09151,0.0320037,libBOSSDictionaryEncoderEngine.so,"boss::engines::DictionaryEncoder::Engine::encodeColumn(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&)::$_0::operator()(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&) const::{lambda(std::tuple<>&&)#1}::operator()<boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>>(signed char, std::tuple<>&&) const::{lambda(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&)#1}::operator()(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&) const",BOSSDictionaryEncoderEngine.cpp,0x1022a0
boss::engines::DictionaryEncoder::Engine::encodeColumn(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&)::$_0::operator()(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&) const::{lambda(std::tuple<>&&)#1}::operator()<boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>>,1.09151,0,libBOSSDictionaryEncoderEngine.so,"boss::engines::DictionaryEncoder::Engine::encodeColumn(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&)::$_0::operator()(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&) const::{lambda(std::tuple<>&&)#1}::operator()<boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>>(signed char, std::tuple<>&&) const",BOSSDictionaryEncoderEngine.cpp,0x1011f0
boss::engines::DictionaryEncoder::Engine::encodeColumn(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&)::$_0::operator(),1.09151,0,libBOSSDictionaryEncoderEngine.so,boss::engines::DictionaryEncoder::Engine::encodeColumn(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&)::$_0::operator()(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&) const,BOSSDictionaryEncoderEngine.cpp,0x100e90
boss::engines::DictionaryEncoder::Engine::encodeColumn,1.09151,0,libBOSSDictionaryEncoderEngine.so,boss::engines::DictionaryEncoder::Engine::encodeColumn(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&),BOSSDictionaryEncoderEngine.cpp,0xff470
boss::engines::DictionaryEncoder::Engine::Dictionary::encode,1.0595,0.69953,libBOSSDictionaryEncoderEngine.so,"boss::engines::DictionaryEncoder::Engine::Dictionary::encode(boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>&&)",BOSSDictionaryEncoderEngine.hpp,0x113460
boss::engines::(anonymous namespace)::BootstrapEngine::evaluate,25.0615,0,libBOSS.so,"boss::engines::(anonymous namespace)::BootstrapEngine::evaluate(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&, bool)",BootstrapEngine.hpp,0x48ea0
BenchmarkQueriesTPCH,25.0615,0,Benchmarks,BenchmarkQueriesTPCH(benchmark::State&),Benchmarks.cpp,0x28e70
benchmark::RunSpecifiedBenchmarks,25.1015,0,Benchmarks,"benchmark::RunSpecifiedBenchmarks(benchmark::BenchmarkReporter*, benchmark::BenchmarkReporter*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>)",benchmark.cc,0x9ee90
benchmark::RunSpecifiedBenchmarks,25.1015,0,Benchmarks,benchmark::RunSpecifiedBenchmarks(void),benchmark.cc,0x9edc0
benchmark::internal::BenchmarkRunner::DoOneRepetition,25.1015,0,Benchmarks,benchmark::internal::BenchmarkRunner::DoOneRepetition(void),benchmark_runner.cc,0xc1750
benchmark::internal::BenchmarkRunner::DoNIterations,25.1015,0,Benchmarks,benchmark::internal::BenchmarkRunner::DoNIterations(void),benchmark_runner.cc,0xc0880
benchmark::internal::BenchmarkInstance::Run,25.1015,0,Benchmarks,"benchmark::internal::BenchmarkInstance::Run(long, int, benchmark::internal::ThreadTimer*, benchmark::internal::ThreadManager*, benchmark::internal::PerfCountersMeasurement*) const",benchmark_api_internal.cc,0xd3a20
benchmark::internal::(anonymous namespace)::RunInThread,25.1015,0,Benchmarks,"benchmark::internal::(anonymous namespace)::RunInThread(benchmark::internal::BenchmarkInstance const*, long, int, benchmark::internal::ThreadManager*, benchmark::internal::PerfCountersMeasurement*)",benchmark_runner.cc,0xc1010
_ZSt5visitIN4boss9utilities8overloadIJZZZNS0_7engines17DictionaryEncoder6Engine12encodeColumnEONS0_11expressions7generic35ExpressionWithAdditionalCustomAtomsIJEEEENK3$_0clEONS7_42ComplexExpressionWithAdditionalCustomAtomsISt5tupleIJEEJEEEENKUlOT_E_clIS9_EEDaSI_EUlSG_E_ZZZNS5_12encodeColumnESA_ENKSB_clESG_ENKSK_IS9_EEDaSI_EUlONS6_5atoms6SymbolEE_ZZZNS5_12encodeColumnESA_ENKSB_clESG_ENKSK_IS9_EEDaSI_EUlSI_E_EEEJSt7variantIJbailfdNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESN_SF_EEEENSt13invoke_resultISH_JDpNSt13__conditionalIX21is_lvalue_reference_vIT0_EEE4typeIRNSt19variant_alternativeILm0ENSt16remove_referenceIDTclsr9__variantE4__asclsr3stdE7declvalIS12_EEEEE4typeEE4typeEOS1B_EEEE4typeESI_DpOS12_,1.09151,0,libBOSSDictionaryEncoderEngine.so,_ZSt5visitIN4boss9utilities8overloadIJZZZNS0_7engines17DictionaryEncoder6Engine12encodeColumnEONS0_11expressions7generic35ExpressionWithAdditionalCustomAtomsIJEEEENK3$_0clEONS7_42ComplexExpressionWithAdditionalCustomAtomsISt5tupleIJEEJEEEENKUlOT_E_clIS9_EEDaSI_EUlSG_E_ZZZNS5_12encodeColumnESA_ENKSB_clESG_ENKSK_IS9_EEDaSI_EUlONS6_5atoms6SymbolEE_ZZZNS5_12encodeColumnESA_ENKSB_clESG_ENKSK_IS9_EEDaSI_EUlSI_E_EEEJSt7variantIJbailfdNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESN_SF_EEEENSt13invoke_resultISH_JDpNSt13__conditionalIX21is_lvalue_reference_vIT0_EEE4typeIRNSt19variant_alternativeILm0ENSt16remove_referenceIDTclsr9__variantE4__asclsr3stdE7declvalIS12_EEEEE4typeEE4typeEOS1B_EEEE4typeESI_DpOS12_,variant,0x101320
_ZSt5visitIN4boss9utilities8overloadIJZNS0_7engines17DictionaryEncoder6Engine8evaluateEONS0_11expressions7generic35ExpressionWithAdditionalCustomAtomsIJEEEE3$_6ZNS5_8evaluateESA_E3$_7ZNS5_8evaluateESA_E3$_8EEEJSt7variantIJbailfdNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEENS6_5atoms6SymbolENS7_42ComplexExpressionWithAdditionalCustomAtomsISt5tupleIJEEJEEEEEEENSt13invoke_resultIT_JDpNSt13__conditionalIX21is_lvalue_reference_vIT0_EEE4typeIRNSt19variant_alternativeILm0ENSt16remove_referenceIDTclsr9__variantE4__asclsr3stdE7declvalISW_EEEEE4typeEE4typeEOS15_EEEE4typeEOSU_DpOSW_,1.09151,0,libBOSSDictionaryEncoderEngine.so,_ZSt5visitIN4boss9utilities8overloadIJZNS0_7engines17DictionaryEncoder6Engine8evaluateEONS0_11expressions7generic35ExpressionWithAdditionalCustomAtomsIJEEEE3$_6ZNS5_8evaluateESA_E3$_7ZNS5_8evaluateESA_E3$_8EEEJSt7variantIJbailfdNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEENS6_5atoms6SymbolENS7_42ComplexExpressionWithAdditionalCustomAtomsISt5tupleIJEEJEEEEEEENSt13invoke_resultIT_JDpNSt13__conditionalIX21is_lvalue_reference_vIT0_EEE4typeIRNSt19variant_alternativeILm0ENSt16remove_referenceIDTclsr9__variantE4__asclsr3stdE7declvalISW_EEEEE4typeEE4typeEOS15_EEEE4typeEOSU_DpOSW_,variant,0x104ef0
_ZSt5visitIN4boss9utilities8overloadIJZNS0_7engines17DictionaryEncoder6Engine12encodeColumnEONS0_11expressions7generic35ExpressionWithAdditionalCustomAtomsIJEEEE3$_0ZNS5_12encodeColumnESA_E3$_1ZNS5_12encodeColumnESA_E3$_2EEEJSt7variantIJbailfdNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEENS6_5atoms6SymbolENS7_42ComplexExpressionWithAdditionalCustomAtomsISt5tupleIJEEJEEEEEEENSt13invoke_resultIT_JDpNSt13__conditionalIX21is_lvalue_reference_vIT0_EEE4typeIRNSt19variant_alternativeILm0ENSt16remove_referenceIDTclsr9__variantE4__asclsr3stdE7declvalISW_EEEEE4typeEE4typeEOS15_EEEE4typeEOSU_DpOSW_,1.09151,0,libBOSSDictionaryEncoderEngine.so,_ZSt5visitIN4boss9utilities8overloadIJZNS0_7engines17DictionaryEncoder6Engine12encodeColumnEONS0_11expressions7generic35ExpressionWithAdditionalCustomAtomsIJEEEE3$_0ZNS5_12encodeColumnESA_E3$_1ZNS5_12encodeColumnESA_E3$_2EEEJSt7variantIJbailfdNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEENS6_5atoms6SymbolENS7_42ComplexExpressionWithAdditionalCustomAtomsISt5tupleIJEEJEEEEEEENSt13invoke_resultIT_JDpNSt13__conditionalIX21is_lvalue_reference_vIT0_EEE4typeIRNSt19variant_alternativeILm0ENSt16remove_referenceIDTclsr9__variantE4__asclsr3stdE7declvalISW_EEEEE4typeEE4typeEOS15_EEEE4typeEOSU_DpOSW_,variant,0xfff10
_tsearch_inner.constprop.0,1.04035,1.00435,libdwarf.so,_tsearch_inner.constprop.0,[Unknown],0x4db30
_start,25.1015,0,Benchmarks,_start,[Unknown],0x28d80
_dwarf_tsearch,1.08435,0.044001,libdwarf.so,_dwarf_tsearch,[Unknown],0x4dfe0
_dwarf_tdelete,0.955953,0.827964,libdwarf.so,_dwarf_tdelete,[Unknown],0x4e070
_dwarf_skip_leb128,0.0879813,0.0879813,libdwarf.so,_dwarf_skip_leb128,[Unknown],0x2e1c0
_dwarf_siblingof_internal,7.43794,0.499928,libdwarf.so,_dwarf_siblingof_internal,[Unknown],0x104e0
_dwarf_object_read_random,0.0620033,0,libdwarf.so,_dwarf_object_read_random,[Unknown],0x42e80
_dwarf_next_die_info_ptr.constprop.0,5.34783,2.56204,libdwarf.so,_dwarf_next_die_info_ptr.constprop.0,[Unknown],0xfe80
_dwarf_next_cu_header_internal,0.0420022,0,libdwarf.so,_dwarf_next_cu_header_internal,[Unknown],0x129c0
_dwarf_look_in_local_and_tied_by_index,0.0703286,0.019976,libdwarf.so,_dwarf_look_in_local_and_tied_by_index,[Unknown],0x45d10
_dwarf_look_in_local_and_tied,0.0903283,0,libdwarf.so,_dwarf_look_in_local_and_tied,[Unknown],0x45fd0
_dwarf_load_section,0.0699985,0.00799519,libdwarf.so,_dwarf_load_section,[Unknown],0x2cb30
_dwarf_load_elf_symtab_symbols,0.011998,0,libdwarf.so,_dwarf_load_elf_symtab_symbols,[Unknown],0x17570
_dwarf_load_elf_symstr,0.00799931,0,libdwarf.so,_dwarf_load_elf_symstr,[Unknown],0x179b0
_dwarf_load_die_containing_section,0.03,0,libdwarf.so,_dwarf_load_die_containing_section,[Unknown],0x12830
_dwarf_load_debug_info,0.03,0,libdwarf.so,_dwarf_load_debug_info,[Unknown],0x4f0c0
_dwarf_length_of_cu_header,0.0120022,0.0120022,libdwarf.so,_dwarf_length_of_cu_header,[Unknown],0x4ecd0
_dwarf_leb128_uword_wrapper,0.163961,0.0599918,libdwarf.so,_dwarf_leb128_uword_wrapper,[Unknown],0x50410
_dwarf_internal_global_formref_b,0.195969,0.127989,libdwarf.so,_dwarf_internal_global_formref_b,[Unknown],0x1c2e0
_dwarf_initialize_search_hash,1.53,0,libdwarf.so,_dwarf_initialize_search_hash,[Unknown],0x4dec0
_dwarf_get_value_ptr.constprop.0,1.63763,0.871706,libdwarf.so,_dwarf_get_value_ptr.constprop.0,[Unknown],0x46c10
_dwarf_get_size_of_val,1.73201,1.54804,libdwarf.so,_dwarf_get_size_of_val,[Unknown],0x4e6b0
_dwarf_get_debug,1.53,0,libdwarf.so,_dwarf_get_debug,[Unknown],0xc3d0
_dwarf_get_alloc,6.58635,4.57608,libdwarf.so,_dwarf_get_alloc,[Unknown],0xbda0
_dwarf_get_addr_index_itself,0.0279963,0.0199934,libdwarf.so,_dwarf_get_addr_index_itself,[Unknown],0x1c9f0
_dwarf_get_abbrev_for_code,1.61385,1.60185,libdwarf.so,_dwarf_get_abbrev_for_code,[Unknown],0x4f230
_dwarf_find_CU_Context,0.0399931,0.0399931,libdwarf.so,_dwarf_find_CU_Context,[Unknown],0xfcc0
_dwarf_fill_in_attr_form_abtable,0.0199786,0.0199786,libdwarf.so,_dwarf_fill_in_attr_form_abtable,[Unknown],0x1ac50
_dwarf_extract_string_offset_via_str_offsets,0.591922,0.319954,libdwarf.so,_dwarf_extract_string_offset_via_str_offsets,[Unknown],0x1e360
_dwarf_extract_local_debug_str_string_given_offset,0.791565,0.111964,libdwarf.so,_dwarf_extract_local_debug_str_string_given_offset,[Unknown],0x1e890
_dwarf_elf_nlsetup,1.55,0,libdwarf.so,_dwarf_elf_nlsetup,[Unknown],0x1a440
_dwarf_die_attr_unsigned_constant,0.169989,0.0660267,libdwarf.so,_dwarf_die_attr_unsigned_constant,[Unknown],0x47460
_dwarf_create_a_new_cu_context_record_on_list,0.0120022,0,libdwarf.so,_dwarf_create_a_new_cu_context_record_on_list,[Unknown],0x10e90
_dwarf_check_string_valid,0.619956,0.619956,libdwarf.so,_dwarf_check_string_valid,[Unknown],0x4e640
_dwarf_calculate_info_section_end_ptr,0.067987,0.067987,libdwarf.so,_dwarf_calculate_info_section_end_ptr,[Unknown],0x46310
_dwarf_calculate_abbrev_section_end_ptr,0.0120015,0.0120015,libdwarf.so,_dwarf_calculate_abbrev_section_end_ptr,[Unknown],0x46350
__vfprintf,0.0100071,0,libc-dynamic.so,__vfprintf,[Unknown],0x2dcf0
"__gnu_cxx::__aligned_buffer<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const, int>>::_M_ptr",0.0119982,0,libBOSSDictionaryEncoderEngine.so,"__gnu_cxx::__aligned_buffer<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const, int>>::_M_ptr(void) const",aligned_buffer.h,0x1164c0
"__gnu_cxx::__aligned_buffer<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const, int>>::_M_ptr",0.0559963,0.0200017,libBOSSDictionaryEncoderEngine.so,"__gnu_cxx::__aligned_buffer<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const, int>>::_M_ptr(void)",aligned_buffer.h,0x1159c0
"__gnu_cxx::__aligned_buffer<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const, int>>::_M_addr",0.0239975,0.0239975,libBOSSDictionaryEncoderEngine.so,"__gnu_cxx::__aligned_buffer<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const, int>>::_M_addr(void)",aligned_buffer.h,0x1159e0
__cxa_demangle,0.0200009,0.0079895,libc++abi.so,__cxa_demangle,[Unknown],0x21fe0
__ctype_get_mb_cur_max,0.0100071,0,libc-dynamic.so,__ctype_get_mb_cur_max,[Unknown],0x69330
__clone3,1.01,0,libc.so.6,__clone3,clone3.S,0x126820
[Unknown stack frame(s)],16.0892,1.034,[Unknown],[Unknown stack frame(s)],[Unknown],0
[stack],57.8728,11.8492,[stack],[stack],[Unknown],0
[Outside any known module],0.08,0.08,[Unknown],[Outside any known module],[Unknown],0
[libBOSSDictionaryEncoderEngine.so],0.0320015,0.0320015,libBOSSDictionaryEncoderEngine.so,[libBOSSDictionaryEncoderEngine.so],[Unknown],0
